"search_key","document_id","source_type","source_id","warning_light_id","warning_light_name","make","model","model_year","component_category","severity","recommended_service_type","content","source_url","image_path","review_status"
maintenance_service-SV017,maintenance_service:SV017,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV017,,,,,,FUEL_SYSTEM,INFORMATIONAL,FUEL_REFILL_OR_LEVEL_SENSOR_CHECK,"Maintenance service map: fuel_refill_or_level_sensor_check. Categories: fuel_system. Urgency: informational. Related warning lights: WL053 Low fuel. Action: Route the case to fuel refill or level sensor check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
maintenance_service-SV018,maintenance_service:SV018,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV018,,,,,,STABILITY_TRACTION_CONTROL,INFORMATIONAL,HILL_DESCENT_CONTROL_DIAGNOSTIC,"Maintenance service map: hill_descent_control_diagnostic. Categories: stability_traction_control. Urgency: informational. Related warning lights: WL047 Hill descent control. Action: Route the case to hill descent control diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
maintenance_service-SV019,maintenance_service:SV019,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV019,,,,,,BODY_CLOSURES,SERVICE_SOON,HOOD_LATCH_SENSOR_INSPECTION,"Maintenance service map: hood_latch_sensor_inspection. Categories: body_closures. Urgency: service_soon. Related warning lights: WL052 Bonnet open. Action: Route the case to hood latch sensor inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
maintenance_service-SV020,maintenance_service:SV020,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV020,,,,,,SECURITY_IMMOBILIZER,INFORMATIONAL,KEY_IMMOBILIZER_DIAGNOSTIC,"Maintenance service map: key_immobilizer_diagnostic. Categories: security_immobilizer. Urgency: informational. Related warning lights: WL013 Ignition switch warning; WL014 Key not in the vehicle; WL015 Key fob battery low. Action: Route the case to key immobilizer diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
maintenance_service-SV021,maintenance_service:SV021,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV021,,,,,,MULTI_SYSTEM,SERVICE_SOON,MULTI_POINT_WARNING_DIAGNOSTIC,"Maintenance service map: multi_point_warning_diagnostic. Categories: multi_system. Urgency: service_soon. Related warning lights: WL010 Information indicators; WL043 Fault problems. Action: Route the case to multi point warning diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
maintenance_service-SV022,maintenance_service:SV022,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV022,,,,,,PARKING_ASSIST_CAMERA,SERVICE_SOON,PARKING_ASSIST_SENSOR_CHECK,"Maintenance service map: parking_assist_sensor_check. Categories: parking_assist_camera. Urgency: service_soon. Related warning lights: WL033 Parking assist. Action: Route the case to parking assist sensor check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
maintenance_service-SV023,maintenance_service:SV023,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV023,,,,,,VISIBILITY_SENSORS_WIPERS,INFORMATIONAL,RAIN_SENSOR_WIPER_SYSTEM_CHECK,"Maintenance service map: rain_sensor_wiper_system_check. Categories: visibility_sensors_wipers. Urgency: informational. Related warning lights: WL061 Rain sensors; WL064 Auto windshield wiping. Action: Route the case to rain sensor wiper system check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
maintenance_service-SV024,maintenance_service:SV024,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV024,,,,,,SCHEDULED_MAINTENANCE,INFORMATIONAL,SCHEDULED_MAINTENANCE,"Maintenance service map: scheduled_maintenance. Categories: scheduled_maintenance. Urgency: informational. Related warning lights: WL034 Service required. Action: Route the case to scheduled maintenance; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
maintenance_service-SV025,maintenance_service:SV025,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV025,,,,,,SEAT_BELT_SAFETY,INFORMATIONAL,SEAT_BELT_SENSOR_INSPECTION,"Maintenance service map: seat_belt_sensor_inspection. Categories: seat_belt_safety. Urgency: informational. Related warning lights: WL030 Seat belt not on. Action: Route the case to seat belt sensor inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
maintenance_service-SV026,maintenance_service:SV026,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV026,,,,,,STABILITY_TRACTION_CONTROL,URGENT_OR_IMMEDIATE_STOP,STABILITY_CONTROL_DIAGNOSTIC,"Maintenance service map: stability_control_diagnostic. Categories: stability_traction_control. Urgency: urgent_or_immediate_stop. Related warning lights: WL060 Stability control off. Action: Route the case to stability control diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
maintenance_service-SV027,maintenance_service:SV027,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV027,,,,,,STEERING,INFORMATIONAL,STEERING_SYSTEM_DIAGNOSTIC,"Maintenance service map: steering_system_diagnostic. Categories: steering. Urgency: informational. Related warning lights: WL019 Steering lock warning. Action: Route the case to steering system diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
maintenance_service-SV028,maintenance_service:SV028,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV028,,,,,,SUSPENSION,SERVICE_SOON,SUSPENSION_SYSTEM_DIAGNOSTIC,"Maintenance service map: suspension_system_diagnostic. Categories: suspension. Urgency: service_soon. Related warning lights: WL027 Air suspension warning; WL056 Suspension dampers. Action: Route the case to suspension system diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
maintenance_service-SV029,maintenance_service:SV029,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV029,,,,,,TIRES_WHEELS,SERVICE_SOON,TIRE_PRESSURE_AND_TIRE_INSPECTION,"Maintenance service map: tire_pressure_and_tire_inspection. Categories: tires_wheels. Urgency: service_soon. Related warning lights: WL021 Tyre pressure low. Action: Route the case to tire pressure and tire inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
maintenance_service-SV030,maintenance_service:SV030,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV030,,,,,,TOWING_TRAILER,INFORMATIONAL,TRAILER_TOW_HITCH_INSPECTION,"Maintenance service map: trailer_tow_hitch_inspection. Categories: towing_trailer. Urgency: informational. Related warning lights: WL026 Trailer tow hitch warning. Action: Route the case to trailer tow hitch inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
maintenance_service-SV031,maintenance_service:SV031,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV031,,,,,,TRANSMISSION_POWERTRAIN,URGENT_OR_IMMEDIATE_STOP,TRANSMISSION_POWERTRAIN_DIAGNOSTIC,"Maintenance service map: transmission_powertrain_diagnostic. Categories: transmission_powertrain. Urgency: urgent_or_immediate_stop. Related warning lights: WL054 Automatic gearbox warning. Action: Route the case to transmission powertrain diagnostic; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
maintenance_service-SV032,maintenance_service:SV032,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV032,,,,,,BODY_CLOSURES,SERVICE_SOON,TRUNK_LATCH_SENSOR_INSPECTION,"Maintenance service map: trunk_latch_sensor_inspection. Categories: body_closures. Urgency: service_soon. Related warning lights: WL059 Boot open. Action: Route the case to trunk latch sensor inspection; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
maintenance_service-SV033,maintenance_service:SV033,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV033,,,,,,EXTERIOR_LIGHTING,INFORMATIONAL,TURN_SIGNAL_LIGHTING_CHECK,"Maintenance service map: turn_signal_lighting_check. Categories: exterior_lighting. Urgency: informational. Related warning lights: WL007 Direction indicators. Action: Route the case to turn signal lighting check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
maintenance_service-SV034,maintenance_service:SV034,TEAM_STRUCTURED_SERVICE_MAP_FROM_STANDARD_64_WARNING_CATALOG,SV034,,,,,,VISIBILITY_WIPERS,INFORMATIONAL,WASHER_FLUID_REFILL_OR_LEAK_CHECK,"Maintenance service map: washer_fluid_refill_or_leak_check. Categories: visibility_wipers. Urgency: informational. Related warning lights: WL004 Washer fluid low. Action: Route the case to washer fluid refill or leak check; verify dashboard color/message, vehicle symptoms, owner manual, and recall matches before final recommendation.",https://www.indicatorlight.com/dashboard-indicator-light/; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/; https://www.nhtsa.gov/recalls,,"TEAM_REVIEW_REQUIRED_BEFORE_PRODUCTION"
image-IMG0001,image:IMG0001,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0001,WL001,Fog light (front),,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0001. Warning light: WL001 Fog light (front). Class folder: WL001_Fog_light_front. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL001_Fog_light_front/standard64_crop_WL001.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0002,image:IMG0002,UPLOADED_DATASET_ZIP,IMG0002,WL001,Fog light (front),,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0002. Warning light: WL001 Fog light (front). Class folder: WL001_Fog_light_front. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL001_Fog_light_front/uploaded_zip_1_1_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0003,image:IMG0003,UPLOADED_DATASET_ZIP,IMG0003,WL001,Fog light (front),,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0003. Warning light: WL001 Fog light (front). Class folder: WL001_Fog_light_front. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL001_Fog_light_front/uploaded_zip_1_1_2.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0004,image:IMG0004,UPLOADED_DATASET_ZIP,IMG0004,WL001,Fog light (front),,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0004. Warning light: WL001 Fog light (front). Class folder: WL001_Fog_light_front. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL001_Fog_light_front/uploaded_zip_1_1_3.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0005,image:IMG0005,UPLOADED_DATASET_ZIP,IMG0005,WL001,Fog light (front),,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0005. Warning light: WL001 Fog light (front). Class folder: WL001_Fog_light_front. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL001_Fog_light_front/uploaded_zip_1_1_4.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0006,image:IMG0006,UPLOADED_DATASET_ZIP,IMG0006,WL001,Fog light (front),,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0006. Warning light: WL001 Fog light (front). Class folder: WL001_Fog_light_front. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL001_Fog_light_front/uploaded_zip_1_1_5.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0007,image:IMG0007,OFFICIAL_HYUNDAI_WARNING_LIGHT_ICON,IMG0007,WL002,Power steering warning light,,,,STEERING,URGENT_SERVICE,STEERING_SYSTEM_DIAGNOSTIC,Warning-light image metadata IMG0007. Warning light: WL002 Power steering warning light. Class folder: WL002_Power_steering_warning_light. Label confidence: HIGH_OFFICIAL_ICON_FILENAME_MAPPING. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Hyundai official SVG mapped by filename to the closest 64-standard class.,"https://service.hyundaiusa.com/en/warning-lights.html",data/images/WL002_Power_steering_warning_light/hyundai_3-mdps-blue.svg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0008,image:IMG0008,OFFICIAL_HYUNDAI_WARNING_LIGHT_ICON,IMG0008,WL002,Power steering warning light,,,,STEERING,URGENT_SERVICE,STEERING_SYSTEM_DIAGNOSTIC,Warning-light image metadata IMG0008. Warning light: WL002 Power steering warning light. Class folder: WL002_Power_steering_warning_light. Label confidence: HIGH_OFFICIAL_ICON_FILENAME_MAPPING. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Hyundai official SVG mapped by filename to the closest 64-standard class.,"https://service.hyundaiusa.com/en/warning-lights.html",data/images/WL002_Power_steering_warning_light/hyundai_icon-mdps-blurb.svg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0009,image:IMG0009,OFFICIAL_HYUNDAI_WARNING_LIGHT_ICON,IMG0009,WL002,Power steering warning light,,,,STEERING,URGENT_SERVICE,STEERING_SYSTEM_DIAGNOSTIC,Warning-light image metadata IMG0009. Warning light: WL002 Power steering warning light. Class folder: WL002_Power_steering_warning_light. Label confidence: HIGH_OFFICIAL_ICON_FILENAME_MAPPING. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Hyundai official SVG mapped by filename to the closest 64-standard class.,"https://service.hyundaiusa.com/en/warning-lights.html",data/images/WL002_Power_steering_warning_light/hyundai_mdps.svg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0010,image:IMG0010,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0010,WL002,Power steering warning light,,,,STEERING,URGENT_SERVICE,STEERING_SYSTEM_DIAGNOSTIC,Warning-light image metadata IMG0010. Warning light: WL002 Power steering warning light. Class folder: WL002_Power_steering_warning_light. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL002_Power_steering_warning_light/standard64_crop_WL002.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0011,image:IMG0011,UPLOADED_DATASET_ZIP,IMG0011,WL002,Power steering warning light,,,,STEERING,URGENT_SERVICE,STEERING_SYSTEM_DIAGNOSTIC,Warning-light image metadata IMG0011. Warning light: WL002 Power steering warning light. Class folder: WL002_Power_steering_warning_light. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL002_Power_steering_warning_light/uploaded_zip_2_2_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0012,image:IMG0012,UPLOADED_DATASET_ZIP,IMG0012,WL002,Power steering warning light,,,,STEERING,URGENT_SERVICE,STEERING_SYSTEM_DIAGNOSTIC,Warning-light image metadata IMG0012. Warning light: WL002 Power steering warning light. Class folder: WL002_Power_steering_warning_light. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL002_Power_steering_warning_light/uploaded_zip_2_2_2.jpg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0013,image:IMG0013,UPLOADED_DATASET_ZIP,IMG0013,WL002,Power steering warning light,,,,STEERING,URGENT_SERVICE,STEERING_SYSTEM_DIAGNOSTIC,Warning-light image metadata IMG0013. Warning light: WL002 Power steering warning light. Class folder: WL002_Power_steering_warning_light. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL002_Power_steering_warning_light/uploaded_zip_2_2_3.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0014,image:IMG0014,UPLOADED_DATASET_ZIP,IMG0014,WL002,Power steering warning light,,,,STEERING,URGENT_SERVICE,STEERING_SYSTEM_DIAGNOSTIC,Warning-light image metadata IMG0014. Warning light: WL002 Power steering warning light. Class folder: WL002_Power_steering_warning_light. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL002_Power_steering_warning_light/uploaded_zip_2_2_4.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0015,image:IMG0015,UPLOADED_DATASET_ZIP,IMG0015,WL002,Power steering warning light,,,,STEERING,URGENT_SERVICE,STEERING_SYSTEM_DIAGNOSTIC,Warning-light image metadata IMG0015. Warning light: WL002 Power steering warning light. Class folder: WL002_Power_steering_warning_light. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL002_Power_steering_warning_light/uploaded_zip_2_2_5.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0016,image:IMG0016,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0016,WL003,Fog light (rear),,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0016. Warning light: WL003 Fog light (rear). Class folder: WL003_Fog_light_rear. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL003_Fog_light_rear/standard64_crop_WL003.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0017,image:IMG0017,UPLOADED_DATASET_ZIP,IMG0017,WL003,Fog light (rear),,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0017. Warning light: WL003 Fog light (rear). Class folder: WL003_Fog_light_rear. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL003_Fog_light_rear/uploaded_zip_3_3_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0018,image:IMG0018,UPLOADED_DATASET_ZIP,IMG0018,WL003,Fog light (rear),,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0018. Warning light: WL003 Fog light (rear). Class folder: WL003_Fog_light_rear. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL003_Fog_light_rear/uploaded_zip_3_3_2.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0019,image:IMG0019,UPLOADED_DATASET_ZIP,IMG0019,WL003,Fog light (rear),,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0019. Warning light: WL003 Fog light (rear). Class folder: WL003_Fog_light_rear. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL003_Fog_light_rear/uploaded_zip_3_3_3.jpg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0020,image:IMG0020,UPLOADED_DATASET_ZIP,IMG0020,WL003,Fog light (rear),,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0020. Warning light: WL003 Fog light (rear). Class folder: WL003_Fog_light_rear. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL003_Fog_light_rear/uploaded_zip_3_3_4.jpg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
