warning_light_id,warning_light_name,symbol_label,color,severity,stop_immediately,component_category,description,possible_causes,immediate_action,recommended_service_type,rag_ready_content,source_type,source_url,review_status
WL043,Fault problems,general fault wrench,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",multi_system,"This dashboard symbol indicates fault problems or a related status/fault in the multi system system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to multi system.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",multi_point_warning_diagnostic,"Warning light WL043: Fault problems. Symbol label: general fault wrench. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: multi_system. Meaning: This dashboard symbol indicates fault problems or a related status/fault in the multi system system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to multi system. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: multi_point_warning_diagnostic.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL044,Dipped beam headlights,low beam headlights,green/blue/amber,informational,No.,exterior_lighting,"This dashboard symbol indicates dipped beam headlights or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,exterior_lighting_check_or_repair,"Warning light WL044: Dipped beam headlights. Symbol label: low beam headlights. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: exterior_lighting. Meaning: This dashboard symbol indicates dipped beam headlights or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: exterior_lighting_check_or_repair.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL045,Dirty air filters,dirty air filter,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",engine_emissions,"This dashboard symbol indicates dirty air filters or a related status/fault in the engine emissions system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to engine emissions.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",engine_emissions_diagnostic,"Warning light WL045: Dirty air filters. Symbol label: dirty air filter. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: engine_emissions. Meaning: This dashboard symbol indicates dirty air filters or a related status/fault in the engine emissions system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to engine emissions. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: engine_emissions_diagnostic.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL046,Eco driving indicators,eco mode indicator,green/blue/amber,informational,No.,driver_information,"This dashboard symbol indicates eco driving indicators or a related status/fault in the driver information system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to driver information.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,driver_information_no_service,"Warning light WL046: Eco driving indicators. Symbol label: eco mode indicator. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: driver_information. Meaning: This dashboard symbol indicates eco driving indicators or a related status/fault in the driver information system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to driver information. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: driver_information_no_service.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL047,Hill descent control,hill descent control,green/blue/amber,informational,No.,stability_traction_control,"This dashboard symbol indicates hill descent control or a related status/fault in the stability traction control system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to stability traction control.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,hill_descent_control_diagnostic,"Warning light WL047: Hill descent control. Symbol label: hill descent control. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: stability_traction_control. Meaning: This dashboard symbol indicates hill descent control or a related status/fault in the stability traction control system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to stability traction control. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: hill_descent_control_diagnostic.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL048,Temperature warning,engine coolant temperature,red/amber,urgent_or_immediate_stop,"Yes if red, persistent, or accompanied by abnormal vehicle behavior.",engine_cooling,"This dashboard symbol indicates temperature warning or a related status/fault in the engine cooling system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to engine cooling.,Pull over safely and do not continue driving if the warning remains red or the vehicle behaves abnormally.,cooling_system_inspection,"Warning light WL048: Temperature warning. Symbol label: engine coolant temperature. Color: red/amber. Severity: urgent_or_immediate_stop. Stop immediately: Yes if red, persistent, or accompanied by abnormal vehicle behavior.. Component category: engine_cooling. Meaning: This dashboard symbol indicates temperature warning or a related status/fault in the engine cooling system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to engine cooling. Immediate action: Pull over safely and do not continue driving if the warning remains red or the vehicle behaves abnormally. Recommended service type: cooling_system_inspection.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL049,ABS warning,anti-lock brake ABS,red/amber,urgent_service,"Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.",brake_abs_system,"This dashboard symbol indicates abs warning or a related status/fault in the brake abs system system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to brake abs system.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",abs_brake_diagnostic,"Warning light WL049: ABS warning. Symbol label: anti-lock brake ABS. Color: red/amber. Severity: urgent_service. Stop immediately: Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.. Component category: brake_abs_system. Meaning: This dashboard symbol indicates abs warning or a related status/fault in the brake abs system system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to brake abs system. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: abs_brake_diagnostic.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL050,Fuel filter warning,fuel filter warning,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",fuel_filter_diesel,"This dashboard symbol indicates fuel filter warning or a related status/fault in the fuel filter diesel system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to fuel filter diesel.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",fuel_filter_service,"Warning light WL050: Fuel filter warning. Symbol label: fuel filter warning. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: fuel_filter_diesel. Meaning: This dashboard symbol indicates fuel filter warning or a related status/fault in the fuel filter diesel system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to fuel filter diesel. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: fuel_filter_service.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL051,Doors open,door ajar warning,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",body_closures,"This dashboard symbol indicates doors open or a related status/fault in the body closures system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to body closures.,"Stop safely, close the indicated door/bonnet/boot fully, and verify the warning clears before driving.",door_latch_sensor_inspection,"Warning light WL051: Doors open. Symbol label: door ajar warning. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: body_closures. Meaning: This dashboard symbol indicates doors open or a related status/fault in the body closures system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to body closures. Immediate action: Stop safely, close the indicated door/bonnet/boot fully, and verify the warning clears before driving. Recommended service type: door_latch_sensor_inspection.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL052,Bonnet open,hood open warning,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",body_closures,"This dashboard symbol indicates bonnet open or a related status/fault in the body closures system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to body closures.,"Stop safely, close the indicated door/bonnet/boot fully, and verify the warning clears before driving.",hood_latch_sensor_inspection,"Warning light WL052: Bonnet open. Symbol label: hood open warning. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: body_closures. Meaning: This dashboard symbol indicates bonnet open or a related status/fault in the body closures system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to body closures. Immediate action: Stop safely, close the indicated door/bonnet/boot fully, and verify the warning clears before driving. Recommended service type: hood_latch_sensor_inspection.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL053,Low fuel,fuel pump low fuel,green/blue/amber,informational,No.,fuel_system,"This dashboard symbol indicates low fuel or a related status/fault in the fuel system system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to fuel system.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,fuel_refill_or_level_sensor_check,"Warning light WL053: Low fuel. Symbol label: fuel pump low fuel. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: fuel_system. Meaning: This dashboard symbol indicates low fuel or a related status/fault in the fuel system system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to fuel system. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: fuel_refill_or_level_sensor_check.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL054,Automatic gearbox warning,automatic transmission warning,red/amber,urgent_service,"Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.",transmission_powertrain,"This dashboard symbol indicates automatic gearbox warning or a related status/fault in the transmission powertrain system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to transmission powertrain.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",transmission_powertrain_diagnostic,"Warning light WL054: Automatic gearbox warning. Symbol label: automatic transmission warning. Color: red/amber. Severity: urgent_service. Stop immediately: Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.. Component category: transmission_powertrain. Meaning: This dashboard symbol indicates automatic gearbox warning or a related status/fault in the transmission powertrain system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to transmission powertrain. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: transmission_powertrain_diagnostic.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL055,Speed limiters,speed limiter,green/blue/amber,informational,No.,cruise_speed_control,"This dashboard symbol indicates speed limiters or a related status/fault in the cruise speed control system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to cruise speed control.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,cruise_speed_control_check,"Warning light WL055: Speed limiters. Symbol label: speed limiter. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: cruise_speed_control. Meaning: This dashboard symbol indicates speed limiters or a related status/fault in the cruise speed control system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to cruise speed control. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: cruise_speed_control_check.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL056,Suspension dampers,suspension dampers,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",suspension,"This dashboard symbol indicates suspension dampers or a related status/fault in the suspension system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to suspension.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",suspension_system_diagnostic,"Warning light WL056: Suspension dampers. Symbol label: suspension dampers. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: suspension. Meaning: This dashboard symbol indicates suspension dampers or a related status/fault in the suspension system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to suspension. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: suspension_system_diagnostic.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL057,Oil pressure low,engine oil pressure oil can,red/amber,urgent_or_immediate_stop,"Yes if red, persistent, or accompanied by abnormal vehicle behavior.",engine_lubrication,"This dashboard symbol indicates oil pressure low or a related status/fault in the engine lubrication system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to engine lubrication.,Pull over safely and do not continue driving if the warning remains red or the vehicle behaves abnormally.,engine_oil_pressure_inspection,"Warning light WL057: Oil pressure low. Symbol label: engine oil pressure oil can. Color: red/amber. Severity: urgent_or_immediate_stop. Stop immediately: Yes if red, persistent, or accompanied by abnormal vehicle behavior.. Component category: engine_lubrication. Meaning: This dashboard symbol indicates oil pressure low or a related status/fault in the engine lubrication system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to engine lubrication. Immediate action: Pull over safely and do not continue driving if the warning remains red or the vehicle behaves abnormally. Recommended service type: engine_oil_pressure_inspection.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL058,Windshield defrost,front windshield defrost,green/blue/amber,informational,No.,road_condition_advisory,"This dashboard symbol indicates windshield defrost or a related status/fault in the road condition advisory system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to road condition advisory.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,driver_information_no_service,"Warning light WL058: Windshield defrost. Symbol label: front windshield defrost. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: road_condition_advisory. Meaning: This dashboard symbol indicates windshield defrost or a related status/fault in the road condition advisory system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to road condition advisory. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: driver_information_no_service.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL059,Boot open,trunk or boot open,amber/yellow,service_soon,"No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.",body_closures,"This dashboard symbol indicates boot open or a related status/fault in the body closures system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to body closures.,"Stop safely, close the indicated door/bonnet/boot fully, and verify the warning clears before driving.",trunk_latch_sensor_inspection,"Warning light WL059: Boot open. Symbol label: trunk or boot open. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: body_closures. Meaning: This dashboard symbol indicates boot open or a related status/fault in the body closures system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to body closures. Immediate action: Stop safely, close the indicated door/bonnet/boot fully, and verify the warning clears before driving. Recommended service type: trunk_latch_sensor_inspection.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL060,Stability control off,skidding car stability control,red/amber,urgent_service,"Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.",stability_traction_control,"This dashboard symbol indicates stability control off or a related status/fault in the stability traction control system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to stability traction control.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",stability_control_diagnostic,"Warning light WL060: Stability control off. Symbol label: skidding car stability control. Color: red/amber. Severity: urgent_service. Stop immediately: Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.. Component category: stability_traction_control. Meaning: This dashboard symbol indicates stability control off or a related status/fault in the stability traction control system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to stability traction control. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: stability_control_diagnostic.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL061,Rain sensors,rain sensor windshield,green/blue/amber,informational,No.,visibility_sensors_wipers,"This dashboard symbol indicates rain sensors or a related status/fault in the visibility sensors wipers system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to visibility sensors wipers.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,rain_sensor_wiper_system_check,"Warning light WL061: Rain sensors. Symbol label: rain sensor windshield. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: visibility_sensors_wipers. Meaning: This dashboard symbol indicates rain sensors or a related status/fault in the visibility sensors wipers system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to visibility sensors wipers. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: rain_sensor_wiper_system_check.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL062,Engine/emissions warning,engine malfunction indicator lamp,red/amber,urgent_service,"Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.",engine_emissions,"This dashboard symbol indicates engine/emissions warning or a related status/fault in the engine emissions system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to engine emissions.,"Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action.",engine_emissions_diagnostic,"Warning light WL062: Engine/emissions warning. Symbol label: engine malfunction indicator lamp. Color: red/amber. Severity: urgent_service. Stop immediately: Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.. Component category: engine_emissions. Meaning: This dashboard symbol indicates engine/emissions warning or a related status/fault in the engine emissions system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to engine emissions. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: engine_emissions_diagnostic.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
WL063,Rear window defrost,rear window defrost,green/blue/amber,informational,No.,road_condition_advisory,"This dashboard symbol indicates rear window defrost or a related status/fault in the road condition advisory system. Color, flashing behavior, and cluster message determine urgency.",Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to road condition advisory.,Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal.,driver_information_no_service,"Warning light WL063: Rear window defrost. Symbol label: rear window defrost. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: road_condition_advisory. Meaning: This dashboard symbol indicates rear window defrost or a related status/fault in the road condition advisory system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to road condition advisory. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: driver_information_no_service.",standard_64_warning_light_guide_plus_oem_reference,https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,source_reviewed_generic_guidance_model_specific_manual_recommended
